temperature,rainfall,humidity
43.5,155.1,100
31.5,28.0,85
10.1,218.9,99
17.6,14.2,94
29.9,5.6,35
37.0,62.2,23
5.8,295.3,39
18.7,56.2,91
23.1,126.3,58
44.6,99.7,21
11.8,159.6,87
44.8,179.6,98
36.6,62.2,47
18.8,134.8,38
11.3,204.5,23
7.1,53.2,92
44.8,222.9,71
34.6,109.5,67
16.8,170.5,67
39.6,21.4,70
33.2,219.5,83
43.3,10.2,84
34.5,218.2,61
28.6,249.8,43
20.3,55.7,31
22.0,257.6,64
5.4,239.2,52
40.7,244.1,90
36.0,296.3,92
24.0,228.0,77
41.4,29.5,67
5.9,254.6,95
35.8,202.9,63
12.6,53.9,50
30.4,8.1,86
40.3,128.3,70
23.9,57.0,80
9.0,48.2,92
20.8,30.1,47
33.6,276.3,39
6.0,156.6,55
39.0,249.9,41
42.0,188.3,36
9.8,147.4,89
32.6,21.5,53
9.9,78.5,49
25.7,196.5,82
10.3,177.5,32
19.9,182.7,34
27.9,256.7,97
23.3,160.0,92
41.1,294.7,78
41.3,238.4,33
6.9,73.6,40
17.5,97.6,80
29.4,170.9,37
44.4,2.7,42
36.5,209.9,44
43.1,64.5,79
11.4,150.6,50
15.3,278.8,30
22.6,30.8,28
20.2,12.4,88
12.4,117.1,79
17.1,201.6,53
22.5,189.3,62
17.9,7.2,47
9.8,154.5,55
42.3,213.1,38
27.7,14.4,93
44.9,105.0,88
12.4,165.4,36
26.7,167.9,28
41.5,166.0,49
24.4,176.2,75
19.9,126.5,80
39.5,127.0,66
17.1,128.5,40
41.5,93.9,52
7.9,47.5,21
12.7,167.4,30
42.8,100.4,45
31.0,108.5,98
25.9,54.6,51
18.3,58.5,94
5.5,124.4,77
5.5,91.9,66
21.5,279.7,67
15.9,109.6,49
34.2,85.7,61
35.5,240.2,99
23.2,175.0,32
39.2,122.1,58
36.8,55.2,97
16.9,7.6,93
15.7,238.2,40
8.8,183.1,93
19.6,125.9,89
30.1,34.7,74
40.4,62.0,23
31.9,60.1,25
23.0,35.3,94
44.5,54.0,95
28.1,89.6,86
22.2,264.4,66
18.2,111.7,44
39.2,20.1,79
12.6,28.0,48
14.0,120.0,37
36.9,28.0,20
39.5,51.2,72
11.6,198.7,87
6.7,114.9,52
40.5,212.0,84
5.1,261.4,73
17.1,160.5,20
27.6,238.5,98
32.9,144.3,37
25.7,12.4,33
44.2,46.2,45
41.5,74.5,85
14.2,60.5,29
42.5,296.8,34
24.9,21.7,78
34.0,242.9,91
11.0,60.8,83
18.4,67.1,90
7.2,30.3,88
10.2,137.0,33
17.7,141.4,75
44.3,199.7,98
7.4,202.0,40
44.2,60.1,55
13.9,25.7,85
28.8,87.4,27
43.8,32.8,79
19.6,225.1,63
23.0,38.3,34
30.1,213.1,77
23.7,142.4,29
8.3,177.5,55
18.5,280.2,31
28.0,145.2,54
25.6,180.0,47
9.3,209.2,48
23.3,85.5,33
18.1,283.4,84
7.3,251.0,71
31.5,232.1,79
7.2,148.5,53
5.9,267.3,96
11.3,73.9,24
23.8,101.3,69
13.5,243.7,69
43.7,184.4,62
23.6,234.6,27
36.1,228.8,95
37.8,73.8,27
35.6,247.0,66
12.3,113.7,36
9.3,125.5,83
14.9,251.3,58
11.6,298.9,53
44.2,275.4,81
23.9,28.6,59
12.4,127.9,89
7.0,189.9,92
12.7,184.6,57
29.4,41.2,54
11.1,295.6,37
36.5,109.9,59
23.7,168.8,61
40.9,121.9,33
12.2,48.3,86
14.1,280.0,51
18.2,4.2,53
32.0,132.8,47
7.5,202.6,100
23.6,46.9,73
14.0,165.6,31
40.8,190.3,74
7.6,175.8,25
10.7,16.2,97
8.2,45.1,52
9.5,197.2,44
33.8,160.8,46
37.7,94.3,78
22.6,20.1,33
36.6,26.4,39
19.1,79.8,79
31.0,104.0,30
28.1,7.6,82
29.2,181.2,93
43.1,213.6,66
13.0,226.8,47
24.8,28.2,99
31.6,115.0,76
8.5,212.5,80
26.6,171.0,27
30.3,190.4,76
29.5,165.2,42
28.1,240.7,56
26.4,199.4,95
27.1,19.1,77
32.1,115.2,20
21.5,67.8,30
42.1,25.1,26
6.3,283.8,28
36.5,180.0,57
27.1,90.2,22
18.7,142.1,53
29.1,129.1,38
17.8,121.5,22
5.7,247.7,44
31.3,264.9,31
32.2,78.5,43
6.8,76.9,25
18.6,163.3,97
18.4,49.0,89
14.2,114.9,61
7.0,270.6,29
7.5,13.1,77
30.2,65.2,25
16.7,231.3,28
23.6,210.9,88
6.7,28.2,37
14.3,178.7,95
31.8,97.9,76
27.3,289.9,70
5.2,76.8,96
33.2,185.2,92
13.6,190.8,80
16.3,77.0,40
31.9,263.2,97
8.6,176.5,95
37.3,64.4,57
12.7,127.9,47
36.9,50.9,76
39.8,237.7,93
20.7,210.3,63
21.0,274.6,41
27.6,173.9,50
27.4,64.2,92
24.5,143.0,20
8.5,84.2,50
43.8,186.9,82
32.2,182.3,35
10.7,20.1,22
32.3,38.2,33
12.0,191.5,65
23.3,45.9,29
11.0,280.4,59
29.9,268.9,81
9.0,194.6,77
30.6,236.6,26
7.1,37.5,79
5.2,256.9,52
5.9,43.6,23
6.7,252.0,28
28.5,247.2,24
24.5,11.3,22
6.7,10.9,26
5.7,259.0,22
7.9,281.6,31
38.5,91.1,81
20.9,138.0,93
34.1,7.9,49
7.3,192.7,43
5.2,147.4,55
18.9,268.7,50
37.7,76.9,72
17.6,252.1,70
27.6,170.0,88
19.2,280.1,36
23.6,42.8,97
9.9,122.6,43
28.9,179.5,85
34.9,241.2,28
9.4,17.3,23
22.7,55.1,28
37.3,176.2,25
38.9,188.0,64
9.6,119.8,49
23.9,213.9,32
44.8,294.2,68
13.6,298.8,59
21.0,71.3,55
32.8,160.7,64
17.7,23.0,55
30.9,294.1,32
45.0,267.5,61
13.9,18.6,82
19.6,25.6,54
23.4,259.0,82
38.1,110.2,46
28.6,190.2,20
12.5,186.5,56
22.1,252.3,32
7.2,210.5,65
9.5,205.9,82
17.2,255.9,54
39.2,272.3,49
29.6,241.0,33
11.5,62.9,37
31.8,254.9,86
43.1,231.6,54
20.4,164.5,25
23.5,298.5,73
43.0,281.2,20
37.3,158.5,30
14.0,55.5,30
24.8,249.0,87
15.6,117.2,22
42.1,146.7,54
23.4,147.2,95
32.9,226.1,56
34.5,113.6,72
5.3,188.2,44
25.9,195.3,91
15.4,298.7,70
33.9,288.6,20
42.3,147.1,53
16.7,145.4,88
42.5,43.4,64
26.3,28.5,90
31.6,92.8,87
37.9,258.2,73
27.6,272.7,70
7.9,59.6,65
14.5,65.1,68
38.3,120.4,84
41.5,22.4,80
11.0,189.4,69
33.4,229.2,98
14.6,15.8,22
15.2,36.0,66
40.2,145.0,84
6.1,244.2,91
43.2,151.1,45
39.0,48.0,78
43.9,296.4,87
43.2,142.6,91
17.1,130.9,80
17.1,30.8,51
24.9,166.2,56
24.7,140.2,48
14.7,197.6,32
32.3,181.7,84
22.5,177.4,71
8.9,199.6,30
18.7,189.0,86
42.0,0.7,93
22.3,69.6,63
26.1,63.6,93
43.4,91.2,68
33.2,120.5,51
22.8,195.4,32
40.1,77.8,84
8.7,291.3,38
24.9,7.5,80
14.7,222.5,23
44.2,198.1,64
6.6,50.7,29
24.8,156.8,99
25.5,216.0,48
15.9,123.4,39
37.1,3.9,93
17.1,298.5,41
41.2,284.0,68
25.5,129.8,95
22.8,274.6,84
27.5,143.7,46
19.4,217.8,83
31.2,108.8,44
11.2,206.3,100
18.3,249.2,94
20.9,120.5,28
38.8,54.9,42
32.6,210.3,49
43.9,257.3,98
16.1,80.9,50
16.5,175.8,47
7.8,164.0,79
34.9,226.6,53
30.0,280.1,69
15.2,298.3,51
33.9,34.5,92
18.8,260.1,20
28.6,28.3,93
11.9,30.9,40
41.6,68.8,58
24.8,236.6,49
40.7,296.7,73
9.7,242.0,75
12.5,139.1,23
6.3,1.0,78
41.8,51.2,59
42.9,249.7,52
11.3,211.1,81
28.6,253.1,86
12.6,136.7,86
6.6,134.2,64
13.6,138.0,57
31.2,40.7,67
38.3,251.6,62
8.5,17.9,97
29.7,139.0,67
13.0,258.9,24
6.1,88.3,68
30.9,95.1,53
24.5,224.5,90
25.5,173.8,87
6.0,34.2,25
36.1,270.6,86
24.6,159.6,68
32.3,87.5,46
20.7,197.3,49
42.4,291.2,40
31.6,80.2,66
25.9,143.9,81
23.9,117.7,40
22.3,58.7,36
5.8,34.4,99
43.3,174.7,95
17.0,203.0,63
16.8,138.4,48
16.9,79.3,82
17.7,118.4,78
40.4,1.8,62
37.5,89.1,23
40.2,23.5,37
34.3,196.1,37
31.5,5.1,77
25.2,142.8,24
8.9,76.5,85
24.2,62.2,42
15.5,121.5,29
40.6,196.6,52
32.2,66.5,73
6.4,144.1,45
13.3,26.1,64
26.9,298.6,45
17.2,205.2,65
7.1,108.3,20
28.2,18.7,45
34.7,170.1,45
7.2,269.2,31
30.2,229.2,25
20.0,42.5,78
23.6,253.2,21
15.3,127.5,44
20.6,105.6,99
25.7,269.8,55
16.9,218.3,95
27.3,171.0,96
40.8,207.8,94
26.7,56.6,30
36.1,56.1,22
32.9,276.8,91
30.6,57.0,38
35.5,68.2,78
29.8,217.3,80
33.3,131.7,93
29.5,280.6,64
44.0,54.5,44
34.6,93.1,61
30.0,72.3,32
19.3,245.7,90
44.8,119.0,70
13.9,140.4,79
40.2,161.5,62
43.3,201.4,95
10.3,238.5,66
25.5,50.2,47
12.8,288.6,82
11.8,23.2,70
21.6,178.2,72
30.6,270.4,32
42.3,130.7,50
43.9,253.7,94
36.5,58.6,90
43.7,187.5,38
33.4,119.0,83
37.9,290.0,65
22.9,185.7,46
18.3,9.9,66
21.1,211.1,31
42.3,98.4,87
42.0,59.1,99
15.6,254.0,87
22.1,99.4,75
36.9,96.2,46
12.2,66.1,75
13.9,287.4,21
41.1,51.7,38
40.9,210.9,82
7.6,56.9,65
35.4,101.3,42
16.2,259.5,65
6.8,294.4,83
38.6,53.0,56
27.3,145.4,28
38.9,75.4,62
14.8,184.3,41
5.2,124.0,66
9.1,218.2,49
32.5,88.2,93
9.7,83.8,72
29.7,116.5,62
20.3,203.0,76
20.8,73.0,76
6.2,265.2,50
11.9,9.0,74
29.9,110.1,26
34.3,181.2,78
14.3,25.3,30
22.1,151.3,60
16.0,145.5,96
41.1,85.2,97
12.4,299.6,24
18.0,2.0,85
26.4,180.1,61
14.6,43.7,20
37.6,66.9,96
29.4,135.4,97
18.9,225.3,62
5.4,222.6,81
40.3,274.3,35
22.6,239.0,20
14.9,123.7,21
14.8,170.5,88
12.3,77.6,23
28.1,107.2,63
6.7,126.4,65
15.3,199.0,59
16.2,173.0,86
28.5,146.2,92
43.5,248.4,25
6.4,12.8,27
10.3,282.4,45
9.7,206.9,45
38.2,226.1,26
9.6,34.1,76
18.0,184.9,23
22.6,126.2,39
37.6,289.5,97
41.5,152.9,59
35.6,289.0,93
41.8,82.2,100
39.7,17.5,52
10.2,232.1,25
41.0,207.5,34
13.8,144.4,66
12.3,175.3,31
16.6,117.0,77
10.5,72.2,55
44.1,123.9,41
16.5,236.0,77
27.3,14.4,77
33.0,184.0,33
6.8,171.6,34
28.5,3.4,86
20.6,186.9,72
13.5,295.1,51
41.4,115.0,92
26.3,2.7,77
37.4,111.1,51
25.6,284.0,89
5.1,272.5,42
15.6,91.5,27
19.5,89.2,66
31.2,27.2,60
32.4,233.9,36
11.9,252.4,76
28.6,102.7,60
14.3,197.0,80
25.4,212.2,92
29.7,185.6,67
32.2,247.1,34
16.9,158.7,49
25.5,52.6,95
33.8,159.9,39
42.8,60.3,51
25.3,37.8,56
6.4,81.0,83
9.1,150.9,66
8.2,128.5,70
44.3,114.2,98
25.9,151.1,85
16.6,216.7,58
20.8,70.2,61
33.3,154.6,22
18.8,242.1,46
35.6,37.7,76
41.0,195.4,92
41.2,64.5,40
33.8,209.6,59
11.2,277.7,57
43.6,120.8,25
6.7,227.2,36
38.9,76.9,24
30.7,290.8,81
27.4,9.5,21
30.2,38.6,31
21.1,104.3,62
12.5,2.7,98
27.7,232.6,24
23.6,276.4,42
24.1,69.6,44
44.5,291.9,48
5.5,234.5,22
33.0,66.2,75
39.7,150.9,77
44.7,120.6,33
26.7,164.6,63
20.2,241.7,46
43.6,38.5,47
30.1,287.3,33
40.3,261.7,93
41.5,132.2,75
15.1,261.4,57
34.4,1.1,50
14.0,130.7,72
22.8,100.7,27
29.5,251.6,71
15.2,152.6,50
10.5,189.7,85
33.2,240.3,43
36.2,23.5,96
29.6,224.5,38
33.4,14.2,77
44.3,153.4,58
36.3,145.4,26
24.8,138.9,51
14.5,252.0,40
7.1,279.5,98
37.4,19.0,49
25.1,118.5,35
25.1,269.3,63
8.8,120.2,38
45.0,91.8,56
32.6,79.5,44
13.4,195.8,37
10.3,195.9,33
7.6,144.9,82
33.3,295.2,88
39.1,258.8,63
28.5,212.6,49
10.7,2.2,43
31.4,285.1,42
45.0,188.2,38
21.0,87.0,91
6.6,242.1,68
25.1,82.9,80
41.3,126.3,58
15.3,165.8,99
14.2,199.4,67
18.4,235.1,31
24.8,9.7,23
38.8,13.2,59
25.9,236.2,52
17.9,9.3,45
17.3,236.9,39
14.8,132.1,54
34.1,60.4,34
16.9,294.2,25
43.3,57.7,40
6.6,252.7,23
43.8,234.5,79
6.3,198.3,68
16.5,212.2,66
8.7,110.9,78
14.3,96.7,49
5.4,276.7,35
23.9,4.6,69
36.6,298.4,34
29.5,238.7,45
36.1,59.9,42
27.9,285.5,34
11.0,275.6,58
43.8,45.7,99
40.8,241.9,69
23.0,222.4,62
26.7,168.4,95
9.6,147.8,41
37.1,175.8,93
41.2,294.6,84
25.9,143.1,53
20.3,24.7,45
8.2,15.0,71
37.9,60.9,37
23.5,294.7,63
36.9,110.6,53
24.5,217.0,52
32.6,198.3,68
5.9,252.1,99
19.9,159.2,69
31.3,105.5,78
26.3,66.2,58
20.2,142.8,39
9.4,133.9,95
12.5,23.7,70
18.7,195.6,76
43.2,180.7,32
22.7,269.0,65
43.5,277.5,49
23.7,104.8,74
11.0,80.5,43
18.3,75.3,77
10.9,186.9,59
37.1,176.2,24
29.3,169.7,83
15.5,261.2,65
5.6,1.9,54
41.3,0.2,81
39.7,40.5,60
10.9,288.6,64
28.4,242.7,24
36.5,246.1,56
16.7,150.3,70
26.0,75.9,36
22.0,34.1,98
30.6,165.3,50
34.0,187.3,69
43.0,83.2,91
11.5,256.8,48
32.2,101.3,49
38.0,180.2,42
15.4,258.8,84
27.7,232.7,94
9.0,200.5,70
6.5,134.0,95
26.8,222.3,58
15.7,194.0,21
16.4,198.7,60
38.2,138.0,66
16.2,119.1,34
21.7,23.9,78
36.4,161.9,62
9.5,256.2,54
35.2,116.4,35
14.9,128.2,80
36.2,76.4,66
41.2,131.7,69
44.0,196.8,78
32.8,254.5,73
11.1,24.1,76
7.3,98.7,29
35.0,243.4,31
40.0,238.8,36
39.7,67.1,62
38.9,8.0,94
38.5,2.7,27
8.2,132.9,61
32.8,109.4,74
25.0,126.9,56
30.9,80.0,73
38.9,4.7,100
6.3,256.2,47
36.3,82.5,43
43.0,9.3,100
33.5,285.3,62
26.4,178.6,65
7.6,159.0,71
32.8,287.3,98
33.7,143.9,64
31.2,163.0,96
41.9,135.3,60
28.0,144.0,51
13.3,127.0,87
5.5,144.0,23
41.4,265.1,51
7.2,132.1,83
15.9,239.6,98
15.6,26.1,97
6.9,267.0,82
33.8,26.9,90
33.9,85.1,82
12.4,103.9,68
5.2,193.5,56
25.8,16.2,39
30.6,253.4,23
30.0,108.0,22
44.8,257.2,31
29.0,100.6,64
14.9,160.6,25
16.6,299.3,83
16.2,133.4,29
20.8,95.1,65
18.8,241.5,38
27.7,187.4,55
37.8,107.4,20
25.7,153.1,100
42.3,83.9,33
36.7,122.3,48
38.1,107.2,77
43.7,40.5,57
8.2,205.1,96
8.2,115.2,83
38.7,184.4,23
30.5,178.2,25
31.2,130.3,68
9.5,279.2,54
19.2,116.4,40
20.1,92.4,55
15.3,227.1,92
21.2,225.6,83
12.4,100.2,93
8.9,125.3,88
19.1,259.0,90
43.4,105.8,25
24.4,225.3,43
20.0,41.9,56
32.0,94.9,89
18.6,295.3,22
40.0,188.5,88
43.7,157.4,29
6.6,31.7,41
32.4,207.1,39
10.2,15.8,48
6.6,228.1,67
34.0,28.9,99
40.6,135.2,77
10.4,172.7,27
31.3,111.5,71
10.1,194.3,75
12.5,217.2,70
43.2,3.4,46
36.1,298.5,68
38.9,215.3,32
23.4,50.8,64
19.7,195.8,24
39.0,120.1,68
34.2,24.7,75
28.0,0.2,58
8.3,22.5,31
40.8,143.3,44
26.6,169.9,72
20.9,227.6,86
32.1,17.8,66
25.0,125.0,46
38.0,44.6,52
8.0,47.5,81
33.4,129.1,74
42.5,295.7,69
43.4,86.3,94
34.2,53.5,65
36.1,158.0,29
20.1,36.0,74
21.5,178.8,49
42.2,268.8,44
22.3,118.4,47
28.7,244.7,31
9.7,19.7,91
5.5,298.7,85
24.1,111.8,90
36.2,143.9,28
9.4,241.1,63
44.3,219.6,48
26.8,123.3,67
12.9,272.2,26
40.2,124.9,79
9.5,21.0,37
15.1,279.5,44
33.7,225.8,45
33.9,77.7,73
45.0,30.8,89
31.9,191.1,29
30.2,120.9,30
32.8,276.1,28
21.8,13.2,34
40.3,131.3,78
20.8,23.4,20
26.2,258.5,69
33.9,290.8,69
6.3,179.4,71
17.0,98.1,75
12.4,20.5,83
39.4,120.0,34
33.3,154.2,98
9.8,185.5,70
38.7,138.5,36
21.0,207.5,86
7.4,254.8,53
7.4,147.4,75
43.1,181.5,74
18.2,36.5,26
43.7,200.6,89
28.4,227.3,80
26.0,142.2,100
26.7,298.4,67
42.5,188.6,92
31.3,56.7,41
22.3,277.4,70
37.6,269.5,46
40.3,294.9,33
9.3,135.0,55
31.8,247.1,37
32.5,283.0,68
17.9,30.9,88
14.6,149.3,33
28.5,159.7,58
27.8,275.2,47
36.2,114.9,92
8.6,62.1,89
35.9,44.6,36
27.6,265.3,44
18.6,208.8,45
37.2,112.2,40
43.6,192.0,34
29.3,104.6,82
9.7,191.6,67
41.3,237.5,49
21.5,51.9,65
43.6,182.8,58
22.6,63.8,57
9.6,113.2,81
42.8,192.5,87
12.2,214.0,59
23.2,147.0,31
21.5,151.7,49
39.3,292.6,66
16.8,102.0,42
18.7,81.7,27
15.8,198.4,60
12.4,285.2,45
13.7,9.2,33
40.1,105.1,83
7.1,46.5,33
19.2,80.2,82
39.3,37.4,91
31.9,27.9,66
20.7,276.3,35
27.0,95.4,22
27.7,294.4,83
18.5,255.7,76
22.7,1.6,71
33.6,181.8,75
15.9,127.3,73
20.8,176.5,61
26.9,23.6,52
44.6,209.6,76
28.7,38.7,71
24.4,192.0,27
42.1,50.4,70
38.7,143.8,24
24.3,43.2,41
27.4,161.9,28
39.0,105.2,38
22.3,259.5,76
43.7,272.3,54
25.9,236.5,21
23.0,78.2,46
6.6,272.2,26
21.3,84.3,78
12.6,226.5,29
33.9,228.1,41
20.4,25.5,29
42.0,221.9,62
33.5,224.1,74
15.6,250.7,79
5.0,36.4,98
11.8,61.7,48
27.2,93.8,90
14.0,296.3,45
20.4,259.2,20
18.7,144.4,65
24.6,101.8,29
26.2,110.4,92
22.3,227.5,83
41.0,70.3,53
10.0,221.3,69
37.9,243.1,58
20.1,131.7,59
44.3,147.3,25
30.7,104.3,72
24.0,46.1,24
33.4,209.4,83
29.7,151.5,62
30.1,26.0,64
35.6,188.8,88
13.7,151.9,58
43.7,57.3,74
38.1,268.6,80
39.3,30.2,21
14.4,121.5,59
9.3,243.5,86
10.2,144.5,48
34.1,190.5,66
29.4,171.8,97
30.0,213.1,75
40.3,110.3,61
19.0,16.4,73
29.4,186.3,100
18.5,219.4,87
29.5,101.8,31
11.0,90.1,88
8.7,55.4,64
31.1,293.5,48
34.6,82.0,83
40.8,185.0,88
17.3,104.1,26
34.4,149.0,38
10.0,19.5,56
23.0,46.3,54
31.7,148.5,55
44.9,22.0,57
36.3,125.4,66
22.3,23.5,48
32.3,65.3,81
35.4,36.8,83
22.5,71.7,97
15.6,148.2,83
7.8,8.3,25
35.8,264.8,60
10.9,113.9,64
22.3,45.5,45
12.8,209.3,38
31.2,197.6,90
36.7,241.9,52
22.7,174.6,84
34.2,47.2,89
44.8,226.5,78
20.7,176.8,91
43.3,2.4,78
44.5,53.6,22
18.0,109.5,33
33.4,27.9,100
19.8,28.3,42
36.3,267.0,74
25.7,242.5,88
15.7,176.5,93
22.8,294.5,68
13.8,109.5,65
27.6,34.3,77
20.9,51.1,47
43.1,13.5,64
13.6,149.9,96
15.1,143.9,82
43.6,45.6,89
29.2,28.9,74
8.8,78.2,98
22.5,133.6,87
42.9,287.5,72
10.0,130.7,68
11.2,35.7,96
16.5,64.2,35
20.3,202.5,74
12.8,138.2,20
7.0,280.4,28
43.7,234.8,47
23.0,286.0,34
12.3,219.5,63
14.1,18.8,37
36.6,129.4,48
40.7,18.6,100
43.7,82.1,96
10.6,235.5,67
9.9,105.5,91
21.2,269.6,69
43.1,10.6,100
35.5,259.3,53
32.9,298.4,47
9.9,99.7,39
38.6,284.6,73
39.2,63.3,74
15.1,259.1,53
20.5,118.9,80
15.9,115.8,91
32.2,156.3,84
22.8,115.4,78
16.2,178.3,39
43.8,232.3,72
8.6,172.0,46
28.7,50.8,85
6.4,258.6,70
43.0,125.8,67
29.6,79.6,20
43.6,247.9,32
23.2,197.2,85
44.0,25.8,97
42.8,279.3,23
12.8,212.5,92
28.4,2.8,36
11.1,23.6,90
29.7,180.2,82
41.1,210.1,44
23.4,176.8,48
40.8,102.5,81
15.2,67.2,100
21.8,43.1,70
33.6,206.6,71
24.1,186.0,63
29.6,36.6,79
18.5,225.0,79
37.8,267.5,80
20.5,133.8,43
7.3,285.7,27
33.8,27.5,54
42.5,137.5,59
31.5,210.7,48
14.7,141.0,66
28.4,250.8,24
18.1,22.5,53
15.1,292.4,26
32.5,35.3,80
43.6,191.3,37
38.8,294.0,57
41.0,220.7,83
10.4,100.3,69
16.4,146.4,25
13.0,63.9,46
29.2,187.9,67
13.0,239.1,69
27.6,215.7,44
12.4,128.6,30
23.8,108.5,73
25.8,210.5,63
33.6,186.3,83
20.6,86.4,62
18.3,151.1,54
9.6,63.0,53
32.3,157.0,87
28.2,80.6,85
9.2,212.2,51
44.4,196.5,82
41.0,130.2,98
11.0,27.0,35
18.9,102.6,22
19.6,250.3,38
21.7,181.6,55
16.2,182.0,76
10.3,222.7,67
15.6,272.6,82
23.0,118.4,94
14.4,251.8,35
33.6,98.7,83
27.1,77.6,49
24.4,21.6,96
44.8,96.2,90
41.3,141.5,40
41.9,17.4,40
30.0,251.9,91
36.2,161.9,52
18.8,157.6,26
32.1,294.0,95
6.6,285.2,67
33.0,209.5,40
41.2,150.6,51
14.3,242.9,79
24.2,289.0,53
18.5,92.2,42
18.2,90.5,21
15.3,157.3,84
7.3,195.8,93
24.7,15.5,34
37.0,89.4,50
23.1,165.7,69
42.1,192.9,83
9.8,264.2,43
37.2,264.9,32
44.9,13.8,94
38.4,135.6,32
23.4,219.6,54
15.4,12.1,61
37.6,218.3,46
21.2,164.2,32
41.4,223.3,73
28.4,249.0,93
38.3,195.9,51
5.7,268.0,99
44.3,5.1,71
14.5,226.0,77
13.2,199.9,79
15.8,286.4,37
41.6,179.3,70
9.5,24.4,22
34.7,208.9,50
7.4,179.4,43
19.5,83.3,51
24.2,7.5,95
28.9,24.2,91
26.5,243.8,63
29.1,175.5,55
14.0,24.8,26
10.4,144.6,94
44.9,169.0,79
16.5,266.8,48
30.1,232.5,72
26.1,118.1,69
15.3,68.6,41
26.4,139.4,68
16.5,212.4,60
12.8,198.0,35
29.1,239.3,59
12.8,251.1,33
7.4,79.9,33
36.3,138.6,80
20.9,44.4,64
41.7,63.6,91
7.9,160.4,84
22.1,237.1,36
29.7,263.5,96
5.2,283.4,100
26.2,160.8,49
28.9,268.4,59
43.7,259.1,88
35.6,50.4,28
12.1,33.4,21
15.8,169.8,76
23.5,220.5,74
14.9,77.7,74
9.9,276.2,71
42.2,261.9,94
40.9,176.9,99
10.1,213.3,44
27.9,218.2,38
24.4,246.5,100
16.7,141.6,56
24.2,259.3,52
31.9,118.4,61
7.9,206.1,72
15.7,98.8,87
18.5,52.4,45
11.4,145.7,45
24.1,283.3,28
12.0,185.8,32
15.6,121.0,99
34.3,247.1,56
11.2,198.9,73
44.4,184.2,67
13.5,164.0,81
40.4,143.0,49
33.7,49.8,75
34.0,299.9,76
12.6,109.2,61
14.2,231.5,100
29.2,64.2,96
31.0,132.5,87
25.2,187.9,86
9.3,266.5,27
19.7,47.4,50
30.0,297.6,51
33.0,190.9,49
9.7,38.9,41
35.5,158.7,46
36.1,147.9,64
20.2,185.1,92
16.2,133.5,79
34.9,136.0,51
20.8,16.3,93
28.4,258.5,96
21.8,161.8,80
20.6,218.5,100
21.6,16.4,57
7.1,130.4,29
26.4,206.1,32
36.8,45.9,79
41.6,283.6,63
21.1,214.0,37
14.1,270.4,54
13.4,198.5,28
8.1,4.0,59
35.3,289.3,88
10.2,110.2,66
28.6,108.7,70
25.9,238.2,67
42.3,97.0,33
35.8,158.5,33
18.0,47.6,55
29.9,104.9,47
30.3,53.7,44
28.8,286.8,23
13.1,186.0,91
24.3,38.5,54
6.8,131.2,84
40.0,166.0,65
18.1,157.8,88
36.2,128.2,35
17.3,132.9,73
39.1,23.3,74
43.2,204.1,91
12.4,194.0,46
7.3,294.4,73
22.9,187.9,21
11.8,34.9,84
8.7,79.2,36
28.6,210.6,40
35.8,182.5,44
30.1,246.8,79
9.8,70.2,87
40.3,195.5,49
21.7,65.0,44
25.4,244.7,33
41.4,113.0,20
44.5,140.9,36
21.0,65.6,47
25.3,132.8,54
33.9,259.6,33
10.1,207.1,78
25.1,183.2,27
28.2,9.4,98
27.8,169.8,63
6.8,287.0,91
30.9,271.7,84
40.2,150.6,49
25.1,172.5,49
23.3,223.7,32
39.0,54.6,71
31.7,219.7,53
19.9,168.1,90
30.1,274.7,44
12.1,88.4,51
7.2,75.5,96
23.7,88.2,50
41.8,64.9,29
18.8,99.5,47
8.1,41.3,93
15.2,234.3,98
10.7,95.6,61
24.6,277.8,38
39.2,271.0,44
11.4,174.1,72
25.0,70.2,61
32.7,295.8,64
5.1,11.5,61
35.2,109.7,57
39.5,174.6,51
40.3,192.2,94
25.8,213.2,83
31.7,199.1,53
26.5,259.2,100
15.7,110.6,86
17.5,144.7,67
14.4,178.6,78
36.5,267.3,25
19.3,74.3,38
8.6,127.0,57
25.8,107.9,46
21.2,213.6,62
8.2,107.7,48
40.5,54.6,58
29.1,55.5,24
32.4,261.6,84
35.2,165.9,30
16.0,105.9,50
20.6,115.0,48
32.9,223.6,27
31.2,65.9,60
33.5,59.4,25
8.6,65.1,29
15.5,57.5,99
18.1,188.5,68
42.8,173.1,30
18.5,75.9,90
28.7,187.5,73
31.2,51.2,42
30.2,144.7,79
33.7,119.5,28
19.1,146.3,21
14.2,294.7,60
18.2,222.7,62
23.5,70.1,64
10.6,278.9,82
22.8,38.0,87
11.1,8.7,97
21.1,208.8,77
19.1,68.0,27
17.8,158.8,85
15.3,84.4,53
19.1,213.1,34
27.6,108.5,73
8.7,137.1,88
7.9,198.6,49
5.7,28.9,21
7.4,109.1,47
42.9,85.4,25
27.9,236.2,100
37.2,128.1,63
42.5,24.9,82
5.8,170.2,90
10.8,40.1,45
22.8,292.9,62
25.9,143.3,72
37.4,287.9,65
33.2,227.0,28
36.8,29.8,23
41.9,233.0,88
35.1,168.2,49
37.1,124.2,52
41.5,90.4,34
17.1,51.9,73
7.9,28.6,50
22.4,164.6,34
15.1,187.3,86
15.2,111.6,61
29.0,86.5,25
11.6,184.4,64
